C_CUSTKEY,C_NAME,C_ADDRESS,C_CITY,C_NATION,C_REGION,C_PHONE,C_MKTSEGMENT
21871,Customer#000021871,OC5N99mmy0TpiqXn0dnrtj,UNITED ST9,UNITED STATES,AMERICA,34-971-232-3701,HOUSEHOLD
21872,Customer#000021872,",ClgyZqVuLgO1063WUoM",KENYA    9,KENYA,AFRICA,24-213-694-4004,FURNITURE
21874,Customer#000021874,aJAYQONYX0lPD7aSe8L,KENYA    5,KENYA,AFRICA,24-543-737-9954,HOUSEHOLD
21875,Customer#000021875,YoAWZiXYn,UNITED KI2,UNITED KINGDOM,EUROPE,33-281-632-4207,AUTOMOBILE
21877,Customer#000021877,"4Mjgm6,URksGDQuD8",ETHIOPIA 1,ETHIOPIA,AFRICA,15-794-557-2439,MACHINERY
21878,Customer#000021878,pUlODgGlW2LXg,CANADA   4,CANADA,AMERICA,13-290-571-7176,HOUSEHOLD
21880,Customer#000021880,0qB0WnNUAqTKqFnGbjm47iu,MOROCCO  8,MOROCCO,AFRICA,25-571-197-2648,FURNITURE
21881,Customer#000021881,ohqw11XajBb,IRAQ     7,IRAQ,MIDDLE EAST,21-961-661-2230,BUILDING
21883,Customer#000021883,wEQtb1FA,ROMANIA  4,ROMANIA,EUROPE,29-213-822-7988,HOUSEHOLD
21884,Customer#000021884,"E2 KVOoQxw7,5",FRANCE   2,FRANCE,EUROPE,16-693-669-7425,HOUSEHOLD
21886,Customer#000021886,I MmsBvuPwvSWOPfqEJNd1,BRAZIL   0,BRAZIL,AMERICA,12-265-752-5255,BUILDING
21887,Customer#000021887,rTesXtR,UNITED ST1,UNITED STATES,AMERICA,34-682-469-9026,FURNITURE
21889,Customer#000021889,"pvX,id5oBmAa1ZSGL4 ,CJbu",IRAQ     8,IRAQ,MIDDLE EAST,21-503-587-8637,MACHINERY
21890,Customer#000021890,FuhxkHha,UNITED ST6,UNITED STATES,AMERICA,34-774-420-8206,HOUSEHOLD
21892,Customer#000021892,ZNimOr ayzFVA5xuKfD31V,UNITED KI4,UNITED KINGDOM,EUROPE,33-313-965-5364,HOUSEHOLD
21893,Customer#000021893,HuFgFwby3Z73Z4i,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-447-234-1910,AUTOMOBILE
21895,Customer#000021895,xsMD88OUgbikzV3je,ROMANIA  3,ROMANIA,EUROPE,29-426-508-6751,HOUSEHOLD
21896,Customer#000021896,t2bBKkKNshikEgwt,JORDAN   8,JORDAN,MIDDLE EAST,23-422-696-6347,FURNITURE
21898,Customer#000021898,VgmU8U4P5,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-158-667-4264,AUTOMOBILE
21899,Customer#000021899,HWC02WzGRMy4FE,UNITED ST3,UNITED STATES,AMERICA,34-821-704-1974,FURNITURE
21901,Customer#000021901,rZ4JPCgBsL,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,30-113-835-8767,BUILDING
21902,Customer#000021902,GAPNDcmkgV8 i,FRANCE   3,FRANCE,EUROPE,16-691-568-6088,MACHINERY
21904,Customer#000021904,o2EhpN,UNITED ST0,UNITED STATES,AMERICA,34-908-891-6574,FURNITURE
21905,Customer#000021905,rncXufRtjhE0e,CANADA   1,CANADA,AMERICA,13-482-266-2724,MACHINERY
21907,Customer#000021907,jzdyPnZMk4TiKfIgg9d0u,ROMANIA  1,ROMANIA,EUROPE,29-549-628-4892,AUTOMOBILE
21908,Customer#000021908,oP3BQATLPtKUqhbMXKKbY,EGYPT    2,EGYPT,MIDDLE EAST,14-101-616-2655,HOUSEHOLD
21910,Customer#000021910,emcFqxLxgZ9If,CANADA   3,CANADA,AMERICA,13-470-241-7331,BUILDING
21911,Customer#000021911,6z6PIEq,INDONESIA0,INDONESIA,ASIA,19-198-913-9885,HOUSEHOLD
21913,Customer#000021913,ZiTHotaZOMSGH97vaP,MOROCCO  4,MOROCCO,AFRICA,25-484-249-5790,FURNITURE
21914,Customer#000021914,mG2vhA57TJJnbdhlk2ArofE,INDIA    8,INDIA,ASIA,18-268-422-2253,BUILDING
21916,Customer#000021916,mgXprDUD,UNITED ST2,UNITED STATES,AMERICA,34-234-546-5955,MACHINERY
21917,Customer#000021917,ti2Fg9zZZexN0,JAPAN    6,JAPAN,ASIA,22-561-450-5963,HOUSEHOLD
21919,Customer#000021919,QYjDnMpijrbeK,INDIA    5,INDIA,ASIA,18-307-549-3056,FURNITURE
21922,Customer#000021922,"FMcA,mi8Z1sj9NyJD",VIETNAM  8,VIETNAM,ASIA,31-268-831-4750,FURNITURE
21925,Customer#000021925,"w,7wQhqRi7kQGeCZF0p1X",UNITED KI1,UNITED KINGDOM,EUROPE,33-170-994-7485,FURNITURE
21926,Customer#000021926,"ZcU4uNJ,9ni,o,13kiWI",JORDAN   6,JORDAN,MIDDLE EAST,23-589-154-2864,BUILDING
21928,Customer#000021928,VIesEnKVs,KENYA    4,KENYA,AFRICA,24-371-586-3875,MACHINERY
21931,Customer#000021931,GK8zKLB,MOROCCO  5,MOROCCO,AFRICA,25-574-910-8076,AUTOMOBILE
21934,Customer#000021934,xyAtWq5fImrtlk1tzzf3D,FRANCE   8,FRANCE,EUROPE,16-581-594-4580,HOUSEHOLD
21935,Customer#000021935,"NjYWkrqmxdc4Q4M,fwb",CANADA   0,CANADA,AMERICA,13-361-527-6716,AUTOMOBILE
21937,Customer#000021937,xzYnCc3YA55j,VIETNAM  8,VIETNAM,ASIA,31-474-107-2697,BUILDING
21938,Customer#000021938,WRIHwl6QZZkUkFAt0,UNITED KI4,UNITED KINGDOM,EUROPE,33-209-599-2048,MACHINERY
21940,Customer#000021940,"SmX,qVXn3eb0X6oaV",MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-548-532-7451,MACHINERY
21941,Customer#000021941,"5Mni,TprvMYEG",JAPAN    1,JAPAN,ASIA,22-760-200-6061,HOUSEHOLD
21943,Customer#000021943,IUSQLDXjGjKkm3j,INDIA    4,INDIA,ASIA,18-593-186-3180,HOUSEHOLD
21944,Customer#000021944,rRagpgwqhAxpe70EHgmE,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-505-823-1368,HOUSEHOLD
21946,Customer#000021946,Rpq9ZIR,CHINA    6,CHINA,ASIA,28-822-889-2488,AUTOMOBILE
21947,Customer#000021947,73j7EVVorW ipIlNrsc,JAPAN    1,JAPAN,ASIA,22-514-966-2938,MACHINERY
21949,Customer#000021949,tHu1E9bKz3NKmUtOLu41 ByF,BRAZIL   0,BRAZIL,AMERICA,12-125-682-1085,HOUSEHOLD
21950,Customer#000021950,iRlA4GYzcFMYpT8,IRAQ     8,IRAQ,MIDDLE EAST,21-841-999-5646,HOUSEHOLD
21952,Customer#000021952,"v67WmVAT5Y,yJgkYSAKP",KENYA    5,KENYA,AFRICA,24-249-342-7687,MACHINERY
21953,Customer#000021953,atlfXGDtbvuS,RUSSIA   8,RUSSIA,EUROPE,32-395-346-8523,BUILDING
21955,Customer#000021955,"dQPy02F,vUcET51zg8uLM",IRAQ     5,IRAQ,MIDDLE EAST,21-458-358-1168,MACHINERY
21958,Customer#000021958,5KJuSSWe3,ETHIOPIA 4,ETHIOPIA,AFRICA,15-328-745-1352,HOUSEHOLD
21959,Customer#000021959,fSY8RdOQI,RUSSIA   8,RUSSIA,EUROPE,32-998-363-1983,HOUSEHOLD
21961,Customer#000021961,xKvTbvrSnxnJjt,JAPAN    4,JAPAN,ASIA,22-414-952-1146,HOUSEHOLD
21964,Customer#000021964,1BmCnn4suvAPYsNnbZJkzKpa,JORDAN   9,JORDAN,MIDDLE EAST,23-352-625-7952,HOUSEHOLD
21967,Customer#000021967,m7diPGd5No3aaS7YEkcBxwm4,VIETNAM  3,VIETNAM,ASIA,31-936-698-6086,FURNITURE
21968,Customer#000021968,auSe31ui9QX8,BRAZIL   1,BRAZIL,AMERICA,12-198-286-7550,MACHINERY
21970,Customer#000021970,FAnFX3Qzoq,BRAZIL   9,BRAZIL,AMERICA,12-149-362-7331,FURNITURE
21971,Customer#000021971,PE5u2L,JORDAN   2,JORDAN,MIDDLE EAST,23-898-922-9577,FURNITURE
21973,Customer#000021973,CfAa3 ,ARGENTINA4,ARGENTINA,AMERICA,11-710-475-5811,MACHINERY
21974,Customer#000021974,XC6o5Ub OXvyLz9weLvdchL,ARGENTINA3,ARGENTINA,AMERICA,11-172-674-3321,FURNITURE
21976,Customer#000021976,gWbVF52Th,ROMANIA  1,ROMANIA,EUROPE,29-545-681-2238,BUILDING
21977,Customer#000021977,SSp0Z2fwa,JAPAN    8,JAPAN,ASIA,22-319-947-6755,AUTOMOBILE
21979,Customer#000021979,"zuTk7FbwWXB,",CHINA    1,CHINA,ASIA,28-805-528-1005,FURNITURE
21980,Customer#000021980,PV0XNcmmlJn8uvDpBDxwYMVH,RUSSIA   3,RUSSIA,EUROPE,32-580-260-3877,BUILDING
21982,Customer#000021982,Q1hgfUCUCTUtsdR,RUSSIA   4,RUSSIA,EUROPE,32-571-727-7796,FURNITURE
21983,Customer#000021983,RdxXi5aYRiKd,CHINA    4,CHINA,ASIA,28-986-668-6678,AUTOMOBILE
21985,Customer#000021985,"muWOxMDu7c1TAZ,Shrce",IRAN     7,IRAN,MIDDLE EAST,20-781-804-8520,HOUSEHOLD
21986,Customer#000021986,I9RqVh0L,GERMANY  0,GERMANY,EUROPE,17-370-388-3668,MACHINERY
21988,Customer#000021988,ptAS8ry9eY3uL,UNITED ST7,UNITED STATES,AMERICA,34-186-463-6963,MACHINERY
21989,Customer#000021989,qYRJUBLWy0hc,JORDAN   5,JORDAN,MIDDLE EAST,23-516-364-5968,FURNITURE
21991,Customer#000021991,un2gaCvztUFL3k0f,UNITED KI2,UNITED KINGDOM,EUROPE,33-739-619-5956,HOUSEHOLD
21992,Customer#000021992,YmYUIFeq,JORDAN   6,JORDAN,MIDDLE EAST,23-854-170-3081,AUTOMOBILE
21994,Customer#000021994,orHzgBt9Dd72Wc,GERMANY  4,GERMANY,EUROPE,17-213-538-5651,HOUSEHOLD
21997,Customer#000021997,qnsCGl68a3hWQko yxt,ALGERIA  5,ALGERIA,AFRICA,10-759-788-4205,HOUSEHOLD
21998,Customer#000021998,tNab9vL7Zja,PERU     0,PERU,AMERICA,27-329-421-3364,MACHINERY
22000,Customer#000022000,awmquNzpbquo6ACN27K,MOROCCO  8,MOROCCO,AFRICA,25-197-875-2313,MACHINERY
22001,Customer#000022001,X54kIQKR,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-576-234-6019,AUTOMOBILE
22003,Customer#000022003,"eb4SpAZuEbK166WbqQoYY,KM",IRAN     7,IRAN,MIDDLE EAST,20-993-780-2553,FURNITURE
22004,Customer#000022004,",M61 A OruiNd4oE9i0W2C",IRAQ     1,IRAQ,MIDDLE EAST,21-886-473-3604,HOUSEHOLD
22006,Customer#000022006,XW8DhJIP24Dmkx,BRAZIL   8,BRAZIL,AMERICA,12-830-119-4278,HOUSEHOLD
22007,Customer#000022007,nQLs49PcstTzhEo,ROMANIA  2,ROMANIA,EUROPE,29-144-176-7479,FURNITURE
22009,Customer#000022009,cVWHzz,CANADA   0,CANADA,AMERICA,13-823-369-1767,MACHINERY
22010,Customer#000022010,kHNan1Gl6j6ZlAALBB,ARGENTINA2,ARGENTINA,AMERICA,11-674-323-1306,HOUSEHOLD
22013,Customer#000022013,yJ4aV2qpvGss49,MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-375-571-5114,AUTOMOBILE
22015,Customer#000022015,CiXNbYnWRJCS,RUSSIA   2,RUSSIA,EUROPE,32-182-219-7155,AUTOMOBILE
22016,Customer#000022016,"78SYb72Qny560Dvff,L1L",RUSSIA   4,RUSSIA,EUROPE,32-847-302-2228,AUTOMOBILE
22018,Customer#000022018,YX0SuvR7r1O9QFUH,RUSSIA   7,RUSSIA,EUROPE,32-455-764-7147,AUTOMOBILE
22019,Customer#000022019,uIqg40Fq,PERU     8,PERU,AMERICA,27-699-787-4588,MACHINERY
22021,Customer#000022021,MaVrAFm,FRANCE   0,FRANCE,EUROPE,16-887-780-3431,AUTOMOBILE
22022,Customer#000022022,zhOx88j7w L ,PERU     3,PERU,AMERICA,27-229-408-7320,BUILDING
22024,Customer#000022024,"wNDiSWyCl,d",INDIA    2,INDIA,ASIA,18-544-835-5044,MACHINERY
22025,Customer#000022025,d1QL9XgfOQfJ,CANADA   7,CANADA,AMERICA,13-262-484-9080,HOUSEHOLD
22027,Customer#000022027,pZMe9uIUA8dRlm,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-851-337-5357,BUILDING
22028,Customer#000022028,eq3grsarK,INDIA    3,INDIA,ASIA,18-544-151-8475,AUTOMOBILE
22030,Customer#000022030,O6R6huxQFspbGdQI206qg,INDONESIA5,INDONESIA,ASIA,19-758-703-7527,BUILDING
22031,Customer#000022031,GMZ6nV5EfFks,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-269-328-6195,AUTOMOBILE
22033,Customer#000022033,sAoTpahg,PERU     8,PERU,AMERICA,27-354-536-9741,HOUSEHOLD
22034,Customer#000022034,nHT9aRw97FjrhjWfkp52JRi,BRAZIL   6,BRAZIL,AMERICA,12-789-984-3501,FURNITURE
22036,Customer#000022036,aqhFx9YH1 HjK4Wk4vzpCk,JAPAN    6,JAPAN,ASIA,22-712-504-1677,FURNITURE
22037,Customer#000022037,"MFXfNXg45V1S,y8sXaLutv8",UNITED KI4,UNITED KINGDOM,EUROPE,33-607-664-8856,FURNITURE
22039,Customer#000022039,zSBkfLC5GHdddhCvx,JORDAN   2,JORDAN,MIDDLE EAST,23-604-997-2417,BUILDING
22040,Customer#000022040,"yQeD,gRdgu7A ",VIETNAM  7,VIETNAM,ASIA,31-994-595-5532,MACHINERY
22042,Customer#000022042,"IFLV2Iow2lU,U65dsUDo",GERMANY  7,GERMANY,EUROPE,17-210-952-5958,BUILDING
22045,Customer#000022045,"xuMUk,m5Lf0upfsffoE",JORDAN   4,JORDAN,MIDDLE EAST,23-428-191-6557,HOUSEHOLD
22046,Customer#000022046,MxWQSJ0 zO7,JAPAN    9,JAPAN,ASIA,22-104-936-2789,HOUSEHOLD
22048,Customer#000022048,vT1kbpKqVTj6n4Qt,KENYA    6,KENYA,AFRICA,24-537-552-4798,BUILDING
22049,Customer#000022049,2Qn5w2yDP,ARGENTINA7,ARGENTINA,AMERICA,11-284-191-5307,MACHINERY
22051,Customer#000022051,",S szqdInAPR",PERU     6,PERU,AMERICA,27-707-715-7651,AUTOMOBILE
22052,Customer#000022052,srKQU2giVfStLejZYMp8,KENYA    8,KENYA,AFRICA,24-610-832-1138,BUILDING
22054,Customer#000022054,1S5tIS4PIN KE6tEiaXY,BRAZIL   5,BRAZIL,AMERICA,12-130-644-6200,HOUSEHOLD
22055,Customer#000022055,OcDKQl,UNITED KI6,UNITED KINGDOM,EUROPE,33-443-728-9420,MACHINERY
22057,Customer#000022057,7f9AnECvsriTzO,PERU     6,PERU,AMERICA,27-138-874-8744,BUILDING
22058,Customer#000022058, otWyBtuxHw1K6,UNITED ST8,UNITED STATES,AMERICA,34-237-836-2829,FURNITURE
22060,Customer#000022060,z9OS078gpYe 3,UNITED ST2,UNITED STATES,AMERICA,34-423-104-5077,BUILDING
22061,Customer#000022061,fGKebva,KENYA    2,KENYA,AFRICA,24-869-460-6686,HOUSEHOLD
22063,Customer#000022063,q nXsxBshM,UNITED KI7,UNITED KINGDOM,EUROPE,33-780-939-2284,BUILDING
22064,Customer#000022064,ECPfnG,JAPAN    0,JAPAN,ASIA,22-592-252-3028,BUILDING
22066,Customer#000022066,z7uwueVi5,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-588-570-3083,AUTOMOBILE
22067,Customer#000022067,"BNE81vrAm7ZTk,WRsZ6O4",CANADA   5,CANADA,AMERICA,13-271-671-6759,BUILDING
22069,Customer#000022069,ZBcvgB5eDLeAybi8DuBk,CHINA    4,CHINA,ASIA,28-214-679-9698,MACHINERY
22070,Customer#000022070,3AYfoADcP,KENYA    8,KENYA,AFRICA,24-491-215-8423,MACHINERY
22072,Customer#000022072,VEOyLXx3G,VIETNAM  6,VIETNAM,ASIA,31-248-461-2252,BUILDING
22073,Customer#000022073,QA7YykcykwvqgvLGEufwmtiV,JAPAN    7,JAPAN,ASIA,22-679-242-7789,HOUSEHOLD
22075,Customer#000022075,xAs0QS,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-567-740-4502,BUILDING
22076,Customer#000022076,CJmxkS,INDIA    0,INDIA,ASIA,18-653-770-7595,FURNITURE
22078,Customer#000022078,MTvKQ7VQuc,MOROCCO  5,MOROCCO,AFRICA,25-864-934-9305,MACHINERY
22079,Customer#000022079, skqlaxrKNwPzz5UaLjYxXYe,UNITED ST7,UNITED STATES,AMERICA,34-118-812-2040,FURNITURE
22081,Customer#000022081,i0z9K0ry7PW7ywC,UNITED KI1,UNITED KINGDOM,EUROPE,33-989-726-6172,HOUSEHOLD
22082,Customer#000022082,cqbqi5GaFoDwSoEB0sp11Zv,PERU     5,PERU,AMERICA,27-697-293-2394,MACHINERY
22084,Customer#000022084,"fbvg1Ji,Fgfgdj9eByYird",BRAZIL   6,BRAZIL,AMERICA,12-289-961-3298,BUILDING
22085,Customer#000022085,"U,zbQ92zqKLF8B DM",GERMANY  5,GERMANY,EUROPE,17-800-415-3458,MACHINERY
22087,Customer#000022087,DsRk02dnBzzkynKP,JORDAN   5,JORDAN,MIDDLE EAST,23-578-843-1334,BUILDING
22088,Customer#000022088,WXfY0eK9DkRKflXG9vqKNvD,VIETNAM  2,VIETNAM,ASIA,31-564-328-6587,FURNITURE
22090,Customer#000022090,65KE3tQ a5hthfsiltMJed3,ROMANIA  4,ROMANIA,EUROPE,29-946-342-6623,FURNITURE
22091,Customer#000022091,m5Woi8,CANADA   1,CANADA,AMERICA,13-124-168-7288,FURNITURE
22093,Customer#000022093,kEtsppScI1K9,EGYPT    0,EGYPT,MIDDLE EAST,14-937-267-6926,HOUSEHOLD
22096,Customer#000022096,j3qAyyUosdjGHeqp0vR9sUv8,VIETNAM  7,VIETNAM,ASIA,31-187-101-7922,HOUSEHOLD
22097,Customer#000022097,r4MtCqv11VbvyJyX8EyGc,INDIA    1,INDIA,ASIA,18-200-198-1880,MACHINERY
22099,Customer#000022099,4hs8Mfm6Sv,ALGERIA  0,ALGERIA,AFRICA,10-885-373-4692,MACHINERY
22100,Customer#000022100,D7JNkl7nIjy78hIAeOFHvQXN,ETHIOPIA 6,ETHIOPIA,AFRICA,15-632-653-1381,HOUSEHOLD
22102,Customer#000022102,Kb0S5FK9hK v3m10,ALGERIA  0,ALGERIA,AFRICA,10-276-427-3529,BUILDING
22103,Customer#000022103,tAEY3OFFONkveau4W1zflSYd,EGYPT    7,EGYPT,MIDDLE EAST,14-357-814-2871,MACHINERY
22105,Customer#000022105,JJ9UnmBeFxM,CHINA    6,CHINA,ASIA,28-733-351-7474,FURNITURE
22106,Customer#000022106,mm4iKIfbPMWrc,JORDAN   3,JORDAN,MIDDLE EAST,23-682-372-4395,HOUSEHOLD
22108,Customer#000022108,gfLZYVMRIFZdIcL,KENYA    0,KENYA,AFRICA,24-594-841-2308,BUILDING
22109,Customer#000022109,GtUWRdWyKGZKHXiF,RUSSIA   2,RUSSIA,EUROPE,32-933-758-4834,AUTOMOBILE
22111,Customer#000022111,2QpB9eSS8,JORDAN   2,JORDAN,MIDDLE EAST,23-980-477-2275,MACHINERY
22112,Customer#000022112,X25Jqoh7KV8JAuF1eQ37pVQ,PERU     7,PERU,AMERICA,27-508-110-4389,AUTOMOBILE
22114,Customer#000022114,L3s0cTat8,PERU     1,PERU,AMERICA,27-435-646-5337,AUTOMOBILE
22115,Customer#000022115,PLoR2QLXwoUzYP,FRANCE   5,FRANCE,EUROPE,16-724-868-2414,FURNITURE
22117,Customer#000022117,W6PKLYj7tsRQbGxj0HNjbB,FRANCE   0,FRANCE,EUROPE,16-264-516-7131,BUILDING
22118,Customer#000022118,MoqKRasvVsJ4um4YkE,PERU     3,PERU,AMERICA,27-474-824-3182,FURNITURE
22120,Customer#000022120,OIAsy3RwP1Sk,BRAZIL   0,BRAZIL,AMERICA,12-638-450-5354,HOUSEHOLD
22121,Customer#000022121,YGeLQLhXwceMrQu6mtfyV,FRANCE   3,FRANCE,EUROPE,16-732-491-8444,HOUSEHOLD
22123,Customer#000022123,"Sturv,mPtDIg3xJaX",JAPAN    6,JAPAN,ASIA,22-341-264-8215,AUTOMOBILE
22124,Customer#000022124,EGf HqSeiyvm,ETHIOPIA 7,ETHIOPIA,AFRICA,15-360-434-6423,HOUSEHOLD
22126,Customer#000022126,eqq234stAJ0,RUSSIA   1,RUSSIA,EUROPE,32-658-179-6107,HOUSEHOLD
22127,Customer#000022127, 8DrbH0z84BJby,FRANCE   5,FRANCE,EUROPE,16-853-939-4904,FURNITURE
22129,Customer#000022129,c1CpItjFlw1CrooDEzVS5V9,IRAN     4,IRAN,MIDDLE EAST,20-194-587-1818,AUTOMOBILE
22130,Customer#000022130,jN6qK906HLovgsb,ETHIOPIA 3,ETHIOPIA,AFRICA,15-200-848-9751,FURNITURE
22132,Customer#000022132,Vr14bmR9ldLBudJ,INDONESIA7,INDONESIA,ASIA,19-448-723-6956,MACHINERY
22133,Customer#000022133,"xklJnNm,w8XQStfi",GERMANY  2,GERMANY,EUROPE,17-397-777-5882,MACHINERY
22135,Customer#000022135,v HAJMG ,CHINA    1,CHINA,ASIA,28-346-540-3751,MACHINERY
22136,Customer#000022136,lUWWYSTdJ6C,INDONESIA8,INDONESIA,ASIA,19-813-963-6289,HOUSEHOLD
22138,Customer#000022138,vwkpofyxoxWoDeK9iH,ETHIOPIA 3,ETHIOPIA,AFRICA,15-661-880-6648,HOUSEHOLD
22139,Customer#000022139,XU8emtHE4rdGpxy3IztMjk,UNITED ST6,UNITED STATES,AMERICA,34-798-186-4514,AUTOMOBILE
22141,Customer#000022141,DQdFohh0oRVRSJpsMRe,IRAN     2,IRAN,MIDDLE EAST,20-146-288-4659,AUTOMOBILE
22142,Customer#000022142,b1vNaQ5IKf,PERU     7,PERU,AMERICA,27-420-547-1296,FURNITURE
22144,Customer#000022144,8ckl7VnXDJ,CANADA   3,CANADA,AMERICA,13-813-961-3035,FURNITURE
22145,Customer#000022145,"OFzcDRc,FUeK7W75p3IRAz",ALGERIA  6,ALGERIA,AFRICA,10-260-156-4831,MACHINERY
22147,Customer#000022147,Y2GfQIhoMBhjkuMSVgAgyzh,INDIA    6,INDIA,ASIA,18-648-691-1842,HOUSEHOLD
22150,Customer#000022150,Rw6v3nftC,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-192-111-7707,BUILDING
22151,Customer#000022151,",PKNYab5JpaCSgkZveXp",BRAZIL   8,BRAZIL,AMERICA,12-674-794-5528,BUILDING
22153,Customer#000022153,VsphKDCUN1n0nUtmlw,EGYPT    3,EGYPT,MIDDLE EAST,14-268-911-6031,AUTOMOBILE
22156,Customer#000022156,oK1aWj44f6nB4QtxyTasU1M,KENYA    0,KENYA,AFRICA,24-154-257-5097,MACHINERY
22157,Customer#000022157,"r,djFyAd,sv2Z8sWn1sSH",KENYA    0,KENYA,AFRICA,24-371-398-8109,HOUSEHOLD
22159,Customer#000022159,HnKlLia,MOROCCO  6,MOROCCO,AFRICA,25-718-996-5834,AUTOMOBILE
22162,Customer#000022162,"NoodOxrl,ZEW",ARGENTINA2,ARGENTINA,AMERICA,11-806-168-9026,BUILDING
22163,Customer#000022163,5S8UapoT5zel,PERU     8,PERU,AMERICA,27-445-145-8397,FURNITURE
22165,Customer#000022165,lqubffzmvebp1rb8,CANADA   6,CANADA,AMERICA,13-263-718-9913,MACHINERY
22166,Customer#000022166,bAf 9D2ISc5Pe,UNITED ST4,UNITED STATES,AMERICA,34-720-356-2805,MACHINERY
22168,Customer#000022168,bfpkoB3wKjFogbvzYWW4L,VIETNAM  4,VIETNAM,ASIA,31-564-929-2099,AUTOMOBILE
22171,Customer#000022171,LBp1Xp2hGjBrb773,VIETNAM  3,VIETNAM,ASIA,31-614-315-3568,FURNITURE
22172,Customer#000022172,tk5xC3,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-356-611-7351,BUILDING
22174,Customer#000022174,jkwK2wiPf9MCDHoQF,BRAZIL   0,BRAZIL,AMERICA,12-525-976-7864,HOUSEHOLD
22177,Customer#000022177,f9gK PgHTPcPPKjPzQmPqrj,MOROCCO  4,MOROCCO,AFRICA,25-334-866-1642,FURNITURE
22178,Customer#000022178,",PSjgRIWEivE6121gTTKasU",RUSSIA   4,RUSSIA,EUROPE,32-289-915-7275,HOUSEHOLD
22180,Customer#000022180,Tj7eejPPxs,ETHIOPIA 9,ETHIOPIA,AFRICA,15-151-392-7049,BUILDING
22181,Customer#000022181,HvhkSBgs,INDIA    2,INDIA,ASIA,18-264-149-3894,HOUSEHOLD
22183,Customer#000022183,VraHgAZBDY,CANADA   8,CANADA,AMERICA,13-113-161-9453,HOUSEHOLD
22184,Customer#000022184," X,xjkYWv5uq",UNITED KI4,UNITED KINGDOM,EUROPE,33-241-554-1428,MACHINERY
22187,Customer#000022187,"XJQNrUaXX3Q6gtTr,P",ALGERIA  0,ALGERIA,AFRICA,10-601-363-5988,FURNITURE
22189,Customer#000022189,2Fb 8N4bMlrmnj fq4,KENYA    4,KENYA,AFRICA,24-670-602-5100,AUTOMOBILE
22190,Customer#000022190,15zlbSwVJ7,JAPAN    3,JAPAN,ASIA,22-491-473-7148,FURNITURE
22192,Customer#000022192,"5Shjvg2oS,5ZV8Cmz5Rnkn5",KENYA    0,KENYA,AFRICA,24-703-841-7288,HOUSEHOLD
22193,Customer#000022193,4R3Vu9nI7xK3,ARGENTINA9,ARGENTINA,AMERICA,11-976-711-7792,AUTOMOBILE
22195,Customer#000022195,WcqIjH5V,CHINA    0,CHINA,ASIA,28-696-144-3760,FURNITURE
22196,Customer#000022196,p3VnY9oieh7a4XZHTZCfberO,BRAZIL   0,BRAZIL,AMERICA,12-535-387-4302,BUILDING
22198,Customer#000022198,wGrhMA5ZWo0JIIH2,JORDAN   5,JORDAN,MIDDLE EAST,23-326-534-1122,FURNITURE
22199,Customer#000022199,0WSERrLFsJ3AlwF2eQ2i,ARGENTINA0,ARGENTINA,AMERICA,11-465-731-8407,AUTOMOBILE
22201,Customer#000022201,i30eJNavKuRiby8qP147,JAPAN    0,JAPAN,ASIA,22-632-476-1501,FURNITURE
22202,Customer#000022202,AjzyjX4IAmVmHw,IRAQ     1,IRAQ,MIDDLE EAST,21-646-835-4399,MACHINERY
22204,Customer#000022204,4G4GQzlao2wyy2n4PkXr43S,PERU     9,PERU,AMERICA,27-142-197-7396,FURNITURE
22205,Customer#000022205,KxPky448J9oa,UNITED KI5,UNITED KINGDOM,EUROPE,33-534-208-5448,FURNITURE
22207,Customer#000022207,8fVsVNQr1Z1wcR,ALGERIA  0,ALGERIA,AFRICA,10-419-547-6618,AUTOMOBILE
22208,Customer#000022208,"0iATlcJs6Z1kEwfKQ916,",CANADA   8,CANADA,AMERICA,13-240-874-1210,MACHINERY
22210,Customer#000022210,ZRl9qJcpbbhut6t4ZSAbe,GERMANY  9,GERMANY,EUROPE,17-638-232-3847,BUILDING
22211,Customer#000022211,KCX 0PDBGBm2,MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-714-755-5088,HOUSEHOLD
22213,Customer#000022213,vHOmn7PExBjEPGf3wb,INDONESIA2,INDONESIA,ASIA,19-573-106-2439,MACHINERY
22216,Customer#000022216,"5r,OndNy",EGYPT    4,EGYPT,MIDDLE EAST,14-109-128-6483,MACHINERY
22217,Customer#000022217,mZkogkD2H,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,30-679-762-5029,FURNITURE
